train_acc,train_loss,val_loss,val_acc,val_prec,val_rec,val_f1,val_spec,val_roc,val_pr,epoch
0.5,0.3631654982577158,0.07375967043717176,0.7784232365145228,0.0,0.0,0.0,0.999999999989339,0.6462271307986551,0.2991477516783534,1
0.5081967213114754,0.31070735883177,0.07158339467664428,0.7784232365145228,0.0,0.0,0.0,0.999999999989339,0.6093010070035056,0.2886607002740673,2
0.5224824355971897,0.2967361138177833,0.07772065972946338,0.7668049792531121,0.28125,0.033707865168539325,0.06020066889632107,0.975479744126061,0.6367440486172669,0.29119603563804985,3
0.5405152224824356,0.29260836120639067,0.07034287559769012,0.7767634854771784,0.0,0.0,0.0,0.9978678038273149,0.6587567779082117,0.3184539396938394,4
0.5674473067915691,0.2837991736347923,0.11153258010745049,0.24813278008298756,0.2262210796915167,0.9887640449438202,0.3682008368200837,0.0373134328354231,0.6489522691518332,0.32675398829026037,5
0.6208430913348946,0.28000437711759674,0.0793902264994304,0.6348547717842323,0.35655058043117743,0.8052434456928839,0.4942528735632184,0.5863539445566487,0.7428547471311181,0.42088800991748254,6
0.6407494145199063,0.2740740007127911,0.08350177875269722,0.6381742738589211,0.3617021276595745,0.8277153558052435,0.5034168564920274,0.5842217483946245,0.7547734841043579,0.4398358265023913,7
0.6487119437939111,0.2681271451148675,0.1002364858170811,0.42904564315352695,0.2724324324324324,0.9438202247191011,0.4228187919463087,0.28251599146820344,0.7493551504116657,0.47003643312504617,8
0.673536299765808,0.260682024874407,0.0848365988310994,0.5983402489626556,0.3368421052631579,0.8389513108614233,0.48068669527896996,0.529850746263008,0.7662210616260592,0.48134618570770754,9
0.6798594847775176,0.26109840315051575,0.0754327206557851,0.6697095435684647,0.3910149750415973,0.8801498127340824,0.5414746543778802,0.6098081023389146,0.821973599099207,0.5574108338968846,10
0.7011709601873536,0.2542462250381736,0.07466119161455442,0.6854771784232365,0.4024390243902439,0.8651685393258427,0.549346016646849,0.6343283582021927,0.8180086725282096,0.5420825716197323,11
0.7194379391100703,0.25014868113369254,0.06956228402918142,0.725311203319502,0.4319148936170213,0.7602996254681648,0.5508819538670285,0.7153518123591114,0.8193063574582945,0.5672849159101158,12
0.7339578454332553,0.24898499148036266,0.07349930966383969,0.6987551867219917,0.41724137931034483,0.9063670411985019,0.5714285714285714,0.6396588486072531,0.8493287974253931,0.6153804007207969,13
0.731615925058548,0.24424521098687743,0.0732861024864166,0.7095435684647303,0.4252252252252252,0.8838951310861424,0.5742092457420924,0.6599147121464828,0.8549507678301909,0.6140800201056151,14
0.7370023419203747,0.24853870313098367,0.08088057903597588,0.6614107883817427,0.38791732909379967,0.9138576779026217,0.5446428571428571,0.589552238799685,0.8492209897542784,0.5983319603170957,15
0.7569086651053865,0.23702266195628527,0.07300426904728871,0.7145228215767635,0.4296160877513711,0.8801498127340824,0.5773955773955773,0.6673773987135674,0.8560368302947541,0.6361983867434277,16
0.746135831381733,0.24047999517043375,0.0697791651199689,0.7360995850622407,0.449901768172888,0.8576779026217228,0.5902061855670103,0.7014925373059542,0.8492848757816056,0.6196947366645097,17
