t,n,pos_rate,acc,precision,recall,f1,spec,tn,fp,fn,tp,model,split
0.01,877,0.500570125427594,0.500570125427594,0.500570125427594,1.0,0.6671732522796353,0.0,0,438,0,439,Baseline+LSMF,external_calib
0.02,877,0.500570125427594,0.500570125427594,0.500570125427594,1.0,0.6671732522796353,0.0,0,438,0,439,Baseline+LSMF,external_calib
0.03,877,0.500570125427594,0.701254275940707,0.6477462437395659,0.8838268792710706,0.7475915221579962,0.5182648401826472,227,211,51,388,Baseline+LSMF,external_calib
0.04,877,0.500570125427594,0.7799315849486887,0.7697368421052632,0.7995444191343963,0.7843575418994413,0.760273972602738,333,105,88,351,Baseline+LSMF,external_calib
0.05,877,0.500570125427594,0.7913340935005702,0.8282051282051283,0.7357630979498861,0.7792521109770808,0.8470319634703176,371,67,116,323,Baseline+LSMF,external_calib
0.060000000000000005,877,0.500570125427594,0.8004561003420753,0.8793103448275862,0.6970387243735763,0.7776365946632783,0.9041095890410937,396,42,133,306,Baseline+LSMF,external_calib
0.06999999999999999,877,0.500570125427594,0.798175598631699,0.901840490797546,0.6697038724373576,0.7686274509803922,0.9269406392694042,406,32,145,294,Baseline+LSMF,external_calib
0.08,877,0.500570125427594,0.7993158494868872,0.9148264984227129,0.6605922551252847,0.7671957671957672,0.9383561643835594,411,27,149,290,Baseline+LSMF,external_calib
0.09,877,0.500570125427594,0.790193842645382,0.9235880398671097,0.6332574031890661,0.7513513513513513,0.9474885844748836,415,23,161,278,Baseline+LSMF,external_calib
0.09999999999999999,877,0.500570125427594,0.790193842645382,0.9351535836177475,0.6241457858769932,0.7486338797814208,0.9566210045662078,419,19,165,274,Baseline+LSMF,external_calib
0.11,877,0.500570125427594,0.7879133409350056,0.9407665505226481,0.6150341685649203,0.743801652892562,0.96118721461187,421,17,169,270,Baseline+LSMF,external_calib
0.12,877,0.500570125427594,0.7844925883694412,0.9432624113475178,0.6059225512528473,0.7378640776699029,0.963470319634701,422,16,173,266,Baseline+LSMF,external_calib
0.13,877,0.500570125427594,0.7810718358038768,0.9458483754512635,0.5968109339407744,0.7318435754189944,0.965753424657532,423,15,177,262,Baseline+LSMF,external_calib
0.14,877,0.500570125427594,0.7787913340935005,0.9487179487179487,0.5899772209567198,0.7275280898876404,0.968036529680363,424,14,180,259,Baseline+LSMF,external_calib
0.15000000000000002,877,0.500570125427594,0.7753705815279361,0.9481481481481482,0.5831435079726651,0.7221438645980254,0.968036529680363,424,14,183,256,Baseline+LSMF,external_calib
