fraction,n_train,pos_train,neg_train,best_epoch,train_acc,train_f1,train_roc_auc,train_pr_auc,val_acc,val_f1,val_roc_auc,val_pr_auc
0.1,854,190,664,21,0.9894613583138173,0.9768637532133676,0.9998018389346861,0.9993120121180831,0.8613583138173302,0.705765407554672,0.883790858115398,0.7363882423552586
0.2,1708,381,1327,22,0.9115925058548009,0.832779623477298,0.9877073579819101,0.9581967319841526,0.8529274004683841,0.7216312056737588,0.9283700822100993,0.8127110317867465
0.4,3416,761,2655,22,0.9443793911007026,0.8856799037304453,0.9880690240564626,0.9534755096089919,0.897423887587822,0.7875848690591658,0.9495874299086723,0.8542048444961129
0.6,5124,1142,3982,14,0.9654566744730679,0.9276073619631902,0.9959542107610342,0.9832149726460754,0.907728337236534,0.8043694141012909,0.9536105581473094,0.8755388355059706
0.8,6832,1522,5310,13,0.9768735362997658,0.9502831969792322,0.9961448040169169,0.9836316628112751,0.9133489461358314,0.8082901554404145,0.9585619057749682,0.8800370655592287
1.0,8540,1903,6637,7,0.9467213114754098,0.8876820538138731,0.9849969252295152,0.9470338926815915,0.9100702576112412,0.805668016194332,0.9585682374215508,0.8881600040638516
