train_loss,val_loss,val_acc,val_prec,val_rec,val_f1,val_spec,val_roc,val_pr
0.2858845785252472,0.034580088064031345,0.8829875518672199,0.6909090909090909,0.8539325842696629,0.7638190954773869,0.891257995726106,0.9477212652627712,0.8486867667749901
0.20455097180653048,0.03277799193184539,0.9087136929460581,0.759075907590759,0.8614232209737828,0.8070175438596491,0.9221748400754566,0.9568929030609393,0.8649677563081518
0.1688909391004059,0.05083090916548899,0.8713692946058091,0.6458333333333334,0.9288389513108615,0.7619047619047619,0.855010660971695,0.9565495156640553,0.8639724893112488
0.15972460577477815,0.04488043943886485,0.8887966804979253,0.6862745098039216,0.9176029962546817,0.7852564102564102,0.8805970149159851,0.9628902038762847,0.8811429800485593
0.14592639742463745,0.03600117189918386,0.9037344398340249,0.7508305647840532,0.846441947565543,0.795774647887324,0.9200426439134324,0.963285498670372,0.8768935346685034
0.136799727746196,0.03912837471577272,0.9020746887966805,0.7411003236245954,0.8576779026217228,0.7951388888888888,0.914712153508372,0.9615885260694921,0.8647764146382418
0.13116623665299515,0.04489958793360619,0.9012448132780083,0.7517006802721088,0.8277153558052435,0.7878787878787878,0.9221748400754566,0.957939036758423,0.8852855889892629
0.1277869228559355,0.055032082261669044,0.9112033195020747,0.8125,0.7790262172284644,0.7954110898661568,0.9488272921007588,0.9537624877219042,0.870262017611077
0.1226212663027925,0.04669857067508609,0.9203319502074688,0.8131868131868132,0.8314606741573034,0.8222222222222222,0.9456289978577225,0.9580508373062456,0.8843926843400559
0.11441853392597752,0.06115060134845335,0.9020746887966805,0.7458745874587459,0.846441947565543,0.7929824561403509,0.9179104477514082,0.9544851984060435,0.8643306953908493
0.10794672128341722,0.053241556898900456,0.9203319502074688,0.7821782178217822,0.8876404494382022,0.8315789473684211,0.9296375266425412,0.9680569863363759,0.8815576940640613
0.10271633762945012,0.07087827911325183,0.9053941908713693,0.7593220338983051,0.8389513108614233,0.797153024911032,0.9243070362374807,0.948595705261813,0.8509497218036984
0.09986735816946238,0.06985415846459347,0.9062240663900415,0.8407079646017699,0.7116104868913857,0.77079107505071,0.9616204690729038,0.9387572570534167,0.8423696728275369
0.09484576535210275,0.0678262261910291,0.9153526970954357,0.7874564459930313,0.846441947565543,0.8158844765342961,0.9349680170476016,0.9586377901823148,0.8684599634108414
0.08987166482443351,0.07344577449001818,0.9045643153526971,0.7550335570469798,0.8426966292134831,0.7964601769911505,0.9221748400754566,0.9576475567587424,0.8740899783486
