train_loss,val_loss,val_acc,val_prec,val_rec,val_f1,val_spec,val_roc,val_pr
0.3147765532112777,0.06284539524268433,0.7908713692946058,0.516629711751663,0.8726591760299626,0.649025069637883,0.7675906183287037,0.8782152639690791,0.6202722739060138
0.23554344686304696,0.04291362375243018,0.8647302904564316,0.6420765027322405,0.8801498127340824,0.7424960505529226,0.8603411513767554,0.9305578847336352,0.7723382351819792
0.2039081953904549,0.03883501820093551,0.8738589211618257,0.6666666666666666,0.8614232209737828,0.7516339869281046,0.8773987206729489,0.9447206184167445,0.8464454513855673
0.19082499380074674,0.03709960181654635,0.8780082987551867,0.6657458563535912,0.9026217228464419,0.766295707472178,0.8710021321868763,0.953005837585747,0.87509948705059
0.17815218078449785,0.038237981904345866,0.8970954356846473,0.7491289198606271,0.8052434456928839,0.776173285198556,0.9232409381564687,0.9425285291040781,0.8340333660115028
0.1761476412922708,0.03283975843034857,0.9037344398340249,0.7337461300309598,0.8876404494382022,0.8033898305084746,0.9083155650222994,0.9624110586713304,0.8833337486254373
0.16996414079961245,0.04655722057406747,0.8605809128630706,0.6187050359712231,0.9662921348314607,0.7543859649122807,0.830490405108417,0.9633992956565487,0.8857637166897792
0.16134967505431896,0.03784924145481111,0.8995850622406639,0.7267080745341615,0.8764044943820225,0.7945670628183361,0.9061833688602752,0.9603487378516726,0.8796409282506095
0.15908167670617127,0.05500093836295696,0.8381742738589212,0.5818181818181818,0.9588014981273408,0.7241867043847242,0.8038379530831147,0.9616524120968193,0.8780395097336068
0.15436710736538473,0.028789263460530734,0.9195020746887966,0.8125,0.8277153558052435,0.8200371057513914,0.9456289978577225,0.9650563394903492,0.888909320504415
0.14734069402702177,0.036679488517222955,0.9087136929460581,0.7445482866043613,0.8951310861423221,0.8129251700680272,0.9125799573463478,0.9654715986679764,0.8884727731159167
0.14505031380082165,0.05602389133792827,0.8647302904564316,0.6306532663316583,0.9400749063670412,0.7548872180451128,0.843283582080562,0.957415969909681,0.8806362653275658
0.1432601633930436,0.04653619149919435,0.8879668049792531,0.680327868852459,0.9325842696629213,0.7867298578199052,0.8752665245109247,0.9651202255176765,0.8942409167034635
0.13851022015844885,0.036984013576311675,0.9145228215767635,0.8228346456692913,0.7827715355805244,0.8023032629558541,0.9520255863437951,0.961929917028022,0.8851313085284324
0.13402296821958737,0.0507536823896958,0.8995850622406639,0.7062146892655368,0.9363295880149812,0.8051529790660226,0.8891257995640818,0.9637726296287424,0.8894736330994198
0.13272031801061077,0.04327841043153883,0.9062240663900415,0.7467948717948718,0.8726591760299626,0.8048359240069085,0.915778251589384,0.9684422989386934,0.9076841412918496
0.1252914322526216,0.047154278487948814,0.9120331950207469,0.7605177993527508,0.8801498127340824,0.8159722222222222,0.9211087419944445,0.9625028948356132,0.8890109853619008
0.1211316856400068,0.0456111952467559,0.9045643153526971,0.7389937106918238,0.8801498127340824,0.8034188034188035,0.9115138592653357,0.9620556926443226,0.8944838378052081
0.12000396779458318,0.04344443544706512,0.9161825726141078,0.8120300751879699,0.8089887640449438,0.8105065666041276,0.9466950959387346,0.9571863794989739,0.8761789666331856
0.11592171740050006,0.05043861044051657,0.9112033195020747,0.7469135802469136,0.9063670411985019,0.8189509306260575,0.9125799573463478,0.9646131301757664,0.8939325659001189
0.11416379658664003,0.05557543911779086,0.9062240663900415,0.7264705882352941,0.9250936329588015,0.8138385502471169,0.9008528784552148,0.965409709079003,0.8944587619441409
0.11029753487592375,0.05578686063567123,0.9228215767634855,0.8129496402877698,0.846441947565543,0.8293577981651377,0.9445628997767104,0.9632455699032926,0.8876234935899394
0.1055097867174406,0.05554862966759752,0.9145228215767635,0.8082706766917294,0.8052434456928839,0.8067542213883677,0.9456289978577225,0.9631717016841954,0.8844093322301342
0.10307288164726837,0.058724067247443064,0.9236514522821577,0.8378378378378378,0.8127340823970037,0.8250950570342205,0.9552238805868313,0.9652260367504372,0.8935801139493573
